GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
8610000US29211,29211,"ZIP 29211 (Columbia, SC)",0,Total for all sectors,2013,16,723,4398,20462
8610000US29212,29212,"ZIP 29212 (Columbia, SC)",0,Total for all sectors,2013,830,11841,67869,279253
8610000US29214,29214,"ZIP 29214 (Columbia, SC)",0,Total for all sectors,2013,4,b,D,D
8610000US29215,29215,"ZIP 29215 (Columbia, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29216,29216,"ZIP 29216 (Columbia, SC)",0,Total for all sectors,2013,2,b,D,D
8610000US29217,29217,"ZIP 29217 (Columbia, SC)",0,Total for all sectors,2013,1,b,D,D
8610000US29218,29218,"ZIP 29218 (Columbia, SC)",0,Total for all sectors,2013,5,b,D,D
8610000US29219,29219,"ZIP 29219 (Columbia, SC)",0,Total for all sectors,2013,5,i,D,D
8610000US29220,29220,"ZIP 29220 (Columbia, SC)",0,Total for all sectors,2013,8,h,D,D
8610000US29221,29221,"ZIP 29221 (Columbia, SC)",0,Total for all sectors,2013,14,e,1310,5994
8610000US29222,29222,"ZIP 29222 (Columbia, SC)",0,Total for all sectors,2013,2,a,D,D
8610000US29223,29223,"ZIP 29223 (Columbia, SC)",0,Total for all sectors,2013,1040,14647,104044,427385
8610000US29224,29224,"ZIP 29224 (Columbia, SC)",0,Total for all sectors,2013,14,177,2687,10851
8610000US29225,29225,"ZIP 29225 (Columbia, SC)",0,Total for all sectors,2013,3,22,136,538
8610000US29226,29226,"ZIP 29226 (Columbia, SC)",0,Total for all sectors,2013,6,f,D,D
8610000US29228,29228,"ZIP 29228 (Columbia, SC)",0,Total for all sectors,2013,5,48,327,1450
8610000US29229,29229,"ZIP 29229 (Columbia, SC)",0,Total for all sectors,2013,551,8239,56611,219208
8610000US29230,29230,"ZIP 29230 (Columbia, SC)",0,Total for all sectors,2013,14,c,D,D
8610000US29240,29240,"ZIP 29240 (Columbia, SC)",0,Total for all sectors,2013,9,c,D,D
8610000US29250,29250,"ZIP 29250 (Columbia, SC)",0,Total for all sectors,2013,18,139,1116,4829
8610000US29260,29260,"ZIP 29260 (Columbia, SC)",0,Total for all sectors,2013,9,b,126,625
8610000US29290,29290,"ZIP 29290 (Columbia, SC)",0,Total for all sectors,2013,19,139,1073,4342
8610000US29301,29301,"ZIP 29301 (Spartanburg, SC)",0,Total for all sectors,2013,836,14356,99731,411177
8610000US29302,29302,"ZIP 29302 (Spartanburg, SC)",0,Total for all sectors,2013,593,8502,73523,306646
8610000US29303,29303,"ZIP 29303 (Spartanburg, SC)",0,Total for all sectors,2013,821,23046,244191,989228
8610000US29304,29304,"ZIP 29304 (Spartanburg, SC)",0,Total for all sectors,2013,78,4308,79832,278152
8610000US29305,29305,"ZIP 29305 (Spartanburg, SC)",0,Total for all sectors,2013,17,245,4586,20571
8610000US29306,29306,"ZIP 29306 (Spartanburg, SC)",0,Total for all sectors,2013,492,7784,77136,312918
8610000US29307,29307,"ZIP 29307 (Spartanburg, SC)",0,Total for all sectors,2013,417,11590,92153,369270
8610000US29316,29316,"ZIP 29316 (Boiling Springs, SC)",0,Total for all sectors,2013,355,3768,21130,88756
8610000US29319,29319,"ZIP 29319 (Spartanburg, SC)",0,Total for all sectors,2013,3,e,D,D
8610000US29320,29320,"ZIP 29320 (Arcadia, SC)",0,Total for all sectors,2013,3,a,D,D
8610000US29321,29321,"ZIP 29321 (Buffalo, SC)",0,Total for all sectors,2013,20,118,435,1630
8610000US29322,29322,"ZIP 29322 (Campobello, SC)",0,Total for all sectors,2013,101,575,4031,17342
8610000US29323,29323,"ZIP 29323 (Chesnee, SC)",0,Total for all sectors,2013,182,1140,7039,31147
8610000US29324,29324,"ZIP 29324 (Clifton, SC)",0,Total for all sectors,2013,3,a,D,D
8610000US29325,29325,"ZIP 29325 (Clinton, SC)",0,Total for all sectors,2013,270,5498,44595,164225
8610000US29329,29329,"ZIP 29329 (Converse, SC)",0,Total for all sectors,2013,4,a,S,194
8610000US29330,29330,"ZIP 29330 (Cowpens, SC)",0,Total for all sectors,2013,115,1248,11679,47516
8610000US29331,29331,"ZIP 29331 (Cross Anchor, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29332,29332,"ZIP 29332 (Cross Hill, SC)",0,Total for all sectors,2013,12,b,D,D
8610000US29333,29333,"ZIP 29333 (Drayton, SC)",0,Total for all sectors,2013,7,45,355,1841
8610000US29334,29334,"ZIP 29334 (Duncan, SC)",0,Total for all sectors,2013,392,14091,165577,686972
8610000US29335,29335,"ZIP 29335 (Enoree, SC)",0,Total for all sectors,2013,39,1188,15068,63660
8610000US29336,29336,"ZIP 29336 (Fairforest, SC)",0,Total for all sectors,2013,10,e,D,D
8610000US29338,29338,"ZIP 29338 (Fingerville, SC)",0,Total for all sectors,2013,4,8,27,139
8610000US29340,29340,"ZIP 29340 (Gaffney, SC)",0,Total for all sectors,2013,303,4887,36535,147599
8610000US29341,29341,"ZIP 29341 (Gaffney, SC)",0,Total for all sectors,2013,466,9513,64901,282827
8610000US29342,29342,"ZIP 29342 (Gaffney, SC)",0,Total for all sectors,2013,36,362,3057,11211
8610000US29346,29346,"ZIP 29346 (Glendale, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29348,29348,"ZIP 29348 (Gramling, SC)",0,Total for all sectors,2013,8,63,368,1640
8610000US29349,29349,"ZIP 29349 (Inman, SC)",0,Total for all sectors,2013,374,4309,32450,129062
8610000US29351,29351,"ZIP 29351 (Joanna, SC)",0,Total for all sectors,2013,18,46,205,931
8610000US29353,29353,"ZIP 29353 (Jonesville, SC)",0,Total for all sectors,2013,52,1388,11219,46657
8610000US29355,29355,"ZIP 29355 (Kinards, SC)",0,Total for all sectors,2013,8,c,D,D
8610000US29356,29356,"ZIP 29356 (Landrum, SC)",0,Total for all sectors,2013,194,1831,10480,46476
8610000US29360,29360,"ZIP 29360 (Laurens, SC)",0,Total for all sectors,2013,424,6324,51811,208422
8610000US29364,29364,"ZIP 29364 (Lockhart, SC)",0,Total for all sectors,2013,4,57,381,2204
8610000US29365,29365,"ZIP 29365 (Lyman, SC)",0,Total for all sectors,2013,136,1604,17926,74058
8610000US29368,29368,"ZIP 29368 (Mayo, SC)",0,Total for all sectors,2013,10,42,172,662
8610000US29369,29369,"ZIP 29369 (Moore, SC)",0,Total for all sectors,2013,122,822,4509,19655
8610000US29370,29370,"ZIP 29370 (Mountville, SC)",0,Total for all sectors,2013,8,c,D,D
8610000US29372,29372,"ZIP 29372 (Pacolet, SC)",0,Total for all sectors,2013,50,313,2331,9763
8610000US29373,29373,"ZIP 29373 (Pacolet Mills, SC)",0,Total for all sectors,2013,2,b,D,D
8610000US29374,29374,"ZIP 29374 (Pauline, SC)",0,Total for all sectors,2013,47,187,977,3888
8610000US29375,29375,"ZIP 29375 (Reidville, SC)",0,Total for all sectors,2013,9,41,306,1294
8610000US29376,29376,"ZIP 29376 (Roebuck, SC)",0,Total for all sectors,2013,160,1901,17171,72543
8610000US29377,29377,"ZIP 29377 (Startex, SC)",0,Total for all sectors,2013,4,b,D,D
8610000US29378,29378,"ZIP 29378 (Una, SC)",0,Total for all sectors,2013,5,b,191,692
8610000US29379,29379,"ZIP 29379 (Union, SC)",0,Total for all sectors,2013,349,4148,30849,127315
8610000US29384,29384,"ZIP 29384 (Waterloo, SC)",0,Total for all sectors,2013,26,134,703,3002
8610000US29385,29385,"ZIP 29385 (Wellford, SC)",0,Total for all sectors,2013,75,1018,11225,46582
8610000US29386,29386,"ZIP 29386 (White Stone, SC)",0,Total for all sectors,2013,1,b,D,D
8610000US29388,29388,"ZIP 29388 (Woodruff, SC)",0,Total for all sectors,2013,176,1236,6969,31098
8610000US29395,29395,"ZIP 29395 (Jonesville, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29401,29401,"ZIP 29401 (Charleston, SC)",0,Total for all sectors,2013,1226,19893,249972,947921
8610000US29402,29402,"ZIP 29402 (Charleston, SC)",0,Total for all sectors,2013,19,215,1534,6488
8610000US29403,29403,"ZIP 29403 (Charleston, SC)",0,Total for all sectors,2013,655,7659,67587,298568
8610000US29404,29404,"ZIP 29404 (Charleston Afb, SC)",0,Total for all sectors,2013,26,e,2814,9536
8610000US29405,29405,"ZIP 29405 (North Charleston, SC)",0,Total for all sectors,2013,973,19052,229962,942126
8610000US29406,29406,"ZIP 29406 (Charleston, SC)",0,Total for all sectors,2013,1271,29204,294595,1198104
8610000US29407,29407,"ZIP 29407 (Charleston, SC)",0,Total for all sectors,2013,1552,19485,143051,595025
8610000US29409,29409,"ZIP 29409 (Charleston, SC)",0,Total for all sectors,2013,7,54,336,2731
8610000US29410,29410,"ZIP 29410 (Hanahan, SC)",0,Total for all sectors,2013,169,2257,23528,98270
8610000US29412,29412,"ZIP 29412 (Charleston, SC)",0,Total for all sectors,2013,787,5938,37739,164498
8610000US29413,29413,"ZIP 29413 (Charleston, SC)",0,Total for all sectors,2013,25,227,2095,8806
8610000US29414,29414,"ZIP 29414 (Charleston, SC)",0,Total for all sectors,2013,427,6298,59756,237731
8610000US29415,29415,"ZIP 29415 (North Charleston, SC)",0,Total for all sectors,2013,12,c,D,D
8610000US29416,29416,"ZIP 29416 (Charleston, SC)",0,Total for all sectors,2013,9,208,2256,9985
8610000US29417,29417,"ZIP 29417 (Charleston, SC)",0,Total for all sectors,2013,17,250,1993,7234
8610000US29418,29418,"ZIP 29418 (North Charleston, SC)",0,Total for all sectors,2013,1067,22663,181555,771206
8610000US29419,29419,"ZIP 29419 (North Charleston, SC)",0,Total for all sectors,2013,32,f,D,D
8610000US29420,29420,"ZIP 29420 (North Charleston, SC)",0,Total for all sectors,2013,218,2740,25034,105612
8610000US29422,29422,"ZIP 29422 (Charleston, SC)",0,Total for all sectors,2013,18,b,442,2090
8610000US29423,29423,"ZIP 29423 (Charleston, SC)",0,Total for all sectors,2013,20,6810,94077,360705
8610000US29424,29424,"ZIP 29424 (Charleston, SC)",0,Total for all sectors,2013,4,e,D,D
8610000US29425,29425,"ZIP 29425 (Charleston, SC)",0,Total for all sectors,2013,17,i,D,D
8610000US29426,29426,"ZIP 29426 (Adams Run, SC)",0,Total for all sectors,2013,7,30,288,1645
8610000US29429,29429,"ZIP 29429 (Awendaw, SC)",0,Total for all sectors,2013,46,381,2793,12790
8610000US29431,29431,"ZIP 29431 (Bonneau, SC)",0,Total for all sectors,2013,36,172,936,3844
8610000US29432,29432,"ZIP 29432 (Branchville, SC)",0,Total for all sectors,2013,35,213,1155,4726
8610000US29433,29433,"ZIP 29433 (Canadys, SC)",0,Total for all sectors,2013,2,a,D,D
8610000US29434,29434,"ZIP 29434 (Cordesville, SC)",0,Total for all sectors,2013,6,9,35,156
8610000US29435,29435,"ZIP 29435 (Cottageville, SC)",0,Total for all sectors,2013,20,153,783,3138
8610000US29436,29436,"ZIP 29436 (Cross, SC)",0,Total for all sectors,2013,23,96,653,3044
8610000US29437,29437,"ZIP 29437 (Dorchester, SC)",0,Total for all sectors,2013,15,b,629,2500
8610000US29438,29438,"ZIP 29438 (Edisto Island, SC)",0,Total for all sectors,2013,88,521,3691,16156
8610000US29439,29439,"ZIP 29439 (Folly Beach, SC)",0,Total for all sectors,2013,66,678,4725,16850
8610000US29440,29440,"ZIP 29440 (Georgetown, SC)",0,Total for all sectors,2013,653,8436,79593,326955
8610000US29442,29442,"ZIP 29442 (Georgetown, SC)",0,Total for all sectors,2013,39,478,3405,15263
8610000US29445,29445,"ZIP 29445 (Goose Creek, SC)",0,Total for all sectors,2013,612,8092,73265,295740
8610000US29446,29446,"ZIP 29446 (Green Pond, SC)",0,Total for all sectors,2013,14,99,922,3591
8610000US29448,29448,"ZIP 29448 (Harleyville, SC)",0,Total for all sectors,2013,39,468,6385,26336
8610000US29449,29449,"ZIP 29449 (Hollywood, SC)",0,Total for all sectors,2013,97,879,8128,37609
8610000US29450,29450,"ZIP 29450 (Huger, SC)",0,Total for all sectors,2013,31,1964,31347,121400
8610000US29451,29451,"ZIP 29451 (Isle of Palms, SC)",0,Total for all sectors,2013,134,1379,8894,43484
8610000US29452,29452,"ZIP 29452 (Jacksonboro, SC)",0,Total for all sectors,2013,6,b,D,D
8610000US29453,29453,"ZIP 29453 (Jamestown, SC)",0,Total for all sectors,2013,10,123,1290,5116
8610000US29455,29455,"ZIP 29455 (Johns Island, SC)",0,Total for all sectors,2013,529,5354,37886,171640
8610000US29456,29456,"ZIP 29456 (Ladson, SC)",0,Total for all sectors,2013,333,5241,60218,220643
8610000US29457,29457,"ZIP 29457 (Johns Island, SC)",0,Total for all sectors,2013,11,46,348,1591
8610000US29458,29458,"ZIP 29458 (Mc Clellanville, SC)",0,Total for all sectors,2013,37,185,1114,4977
8610000US29461,29461,"ZIP 29461 (Moncks Corner, SC)",0,Total for all sectors,2013,555,6453,55991,225423
8610000US29464,29464,"ZIP 29464 (Mount Pleasant, SC)",0,Total for all sectors,2013,2216,23701,235532,1005459
8610000US29465,29465,"ZIP 29465 (Mount Pleasant, SC)",0,Total for all sectors,2013,42,610,4767,19763
8610000US29466,29466,"ZIP 29466 (Mount Pleasant, SC)",0,Total for all sectors,2013,559,4643,38226,155648
8610000US29468,29468,"ZIP 29468 (Pineville, SC)",0,Total for all sectors,2013,6,30,188,657
8610000US29469,29469,"ZIP 29469 (Pinopolis, SC)",0,Total for all sectors,2013,10,52,319,1290
8610000US29470,29470,"ZIP 29470 (Ravenel, SC)",0,Total for all sectors,2013,97,682,4812,20515
8610000US29471,29471,"ZIP 29471 (Reevesville, SC)",0,Total for all sectors,2013,10,67,513,2019
8610000US29472,29472,"ZIP 29472 (Ridgeville, SC)",0,Total for all sectors,2013,74,960,11170,45631
8610000US29474,29474,"ZIP 29474 (Round O, SC)",0,Total for all sectors,2013,19,c,1428,4397
8610000US29475,29475,"ZIP 29475 (Ruffin, SC)",0,Total for all sectors,2013,13,40,292,1016
8610000US29476,29476,"ZIP 29476 (Russellville, SC)",0,Total for all sectors,2013,2,a,D,D
8610000US29477,29477,"ZIP 29477 (Saint George, SC)",0,Total for all sectors,2013,138,1164,6092,25502
8610000US29479,29479,"ZIP 29479 (Saint Stephen, SC)",0,Total for all sectors,2013,48,833,6997,28574
8610000US29481,29481,"ZIP 29481 (Smoaks, SC)",0,Total for all sectors,2013,12,c,D,D
8610000US29482,29482,"ZIP 29482 (Sullivans Island, SC)",0,Total for all sectors,2013,59,511,2690,13354
8610000US29483,29483,"ZIP 29483 (Summerville, SC)",0,Total for all sectors,2013,1285,15342,112216,459248
8610000US29484,29484,"ZIP 29484 (Summerville, SC)",0,Total for all sectors,2013,39,321,2369,9497
8610000US29485,29485,"ZIP 29485 (Summerville, SC)",0,Total for all sectors,2013,669,5819,37732,156073
8610000US29487,29487,"ZIP 29487 (Wadmalaw Island, SC)",0,Total for all sectors,2013,33,170,1028,4296
8610000US29488,29488,"ZIP 29488 (Walterboro, SC)",0,Total for all sectors,2013,569,6126,47457,197476
8610000US29492,29492,"ZIP 29492 (Charleston, SC)",0,Total for all sectors,2013,515,9252,143533,591659
8610000US29493,29493,"ZIP 29493 (Williams, SC)",0,Total for all sectors,2013,4,40,241,2136
8610000US29501,29501,"ZIP 29501 (Florence, SC)",0,Total for all sectors,2013,1655,30114,227667,908735
8610000US29502,29502,"ZIP 29502 (Florence, SC)",0,Total for all sectors,2013,60,1323,11967,47793
8610000US29503,29503,"ZIP 29503 (Florence, SC)",0,Total for all sectors,2013,26,202,1690,6737
8610000US29504,29504,"ZIP 29504 (Florence, SC)",0,Total for all sectors,2013,23,286,2782,10725
8610000US29505,29505,"ZIP 29505 (Florence, SC)",0,Total for all sectors,2013,414,6670,59083,230957
8610000US29506,29506,"ZIP 29506 (Florence, SC)",0,Total for all sectors,2013,269,9759,127504,506803
8610000US29510,29510,"ZIP 29510 (Andrews, SC)",0,Total for all sectors,2013,154,1537,11709,51349
8610000US29511,29511,"ZIP 29511 (Aynor, SC)",0,Total for all sectors,2013,91,643,3405,14606
8610000US29512,29512,"ZIP 29512 (Bennettsville, SC)",0,Total for all sectors,2013,259,4160,33335,132543
8610000US29516,29516,"ZIP 29516 (Blenheim, SC)",0,Total for all sectors,2013,7,23,138,490
8610000US29518,29518,"ZIP 29518 (Cades, SC)",0,Total for all sectors,2013,19,82,644,2831
8610000US29519,29519,"ZIP 29519 (Centenary, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29520,29520,"ZIP 29520 (Cheraw, SC)",0,Total for all sectors,2013,303,5604,49831,213436
8610000US29525,29525,"ZIP 29525 (Clio, SC)",0,Total for all sectors,2013,19,269,2082,7343
8610000US29526,29526,"ZIP 29526 (Conway, SC)",0,Total for all sectors,2013,1066,13578,111192,458923
8610000US29527,29527,"ZIP 29527 (Conway, SC)",0,Total for all sectors,2013,196,1437,8845,38968
8610000US29528,29528,"ZIP 29528 (Conway, SC)",0,Total for all sectors,2013,33,461,3175,14367
8610000US29530,29530,"ZIP 29530 (Coward, SC)",0,Total for all sectors,2013,17,63,263,1134
8610000US29532,29532,"ZIP 29532 (Darlington, SC)",0,Total for all sectors,2013,313,3921,29784,120323
8610000US29536,29536,"ZIP 29536 (Dillon, SC)",0,Total for all sectors,2013,334,7032,39279,157919
8610000US29540,29540,"ZIP 29540 (Darlington, SC)",0,Total for all sectors,2013,52,g,D,D
8610000US29541,29541,"ZIP 29541 (Effingham, SC)",0,Total for all sectors,2013,84,988,7971,33479
8610000US29543,29543,"ZIP 29543 (Fork, SC)",0,Total for all sectors,2013,2,b,D,D
8610000US29544,29544,"ZIP 29544 (Galivants Ferry, SC)",0,Total for all sectors,2013,31,c,829,3780
8610000US29545,29545,"ZIP 29545 (Green Sea, SC)",0,Total for all sectors,2013,7,24,123,504
8610000US29546,29546,"ZIP 29546 (Gresham, SC)",0,Total for all sectors,2013,17,88,413,1718
8610000US29547,29547,"ZIP 29547 (Hamer, SC)",0,Total for all sectors,2013,26,419,2879,11980
8610000US29550,29550,"ZIP 29550 (Hartsville, SC)",0,Total for all sectors,2013,579,11255,148503,587413
8610000US29551,29551,"ZIP 29551 (Hartsville, SC)",0,Total for all sectors,2013,23,123,1082,4450
8610000US29554,29554,"ZIP 29554 (Hemingway, SC)",0,Total for all sectors,2013,129,1509,11092,45379
8610000US29555,29555,"ZIP 29555 (Johnsonville, SC)",0,Total for all sectors,2013,84,1131,9860,37633
8610000US29556,29556,"ZIP 29556 (Kingstree, SC)",0,Total for all sectors,2013,251,3196,29497,117085
8610000US29560,29560,"ZIP 29560 (Lake City, SC)",0,Total for all sectors,2013,260,3945,29572,121480
8610000US29563,29563,"ZIP 29563 (Lake View, SC)",0,Total for all sectors,2013,35,201,1180,5057
8610000US29564,29564,"ZIP 29564 (Lane, SC)",0,Total for all sectors,2013,3,c,D,D
8610000US29565,29565,"ZIP 29565 (Latta, SC)",0,Total for all sectors,2013,71,630,4292,18004
8610000US29566,29566,"ZIP 29566 (Little River, SC)",0,Total for all sectors,2013,375,3210,21397,96586
8610000US29567,29567,"ZIP 29567 (Little Rock, SC)",0,Total for all sectors,2013,4,a,D,D
8610000US29568,29568,"ZIP 29568 (Longs, SC)",0,Total for all sectors,2013,152,1028,5319,23204
8610000US29569,29569,"ZIP 29569 (Loris, SC)",0,Total for all sectors,2013,288,2755,20274,84283
8610000US29570,29570,"ZIP 29570 (Mc Coll, SC)",0,Total for all sectors,2013,23,191,1266,5119
8610000US29571,29571,"ZIP 29571 (Marion, SC)",0,Total for all sectors,2013,242,2520,15702,65643
8610000US29572,29572,"ZIP 29572 (Myrtle Beach, SC)",0,Total for all sectors,2013,628,10192,72066,314831
8610000US29574,29574,"ZIP 29574 (Mullins, SC)",0,Total for all sectors,2013,229,4164,23729,95246
8610000US29575,29575,"ZIP 29575 (Myrtle Beach, SC)",0,Total for all sectors,2013,531,6290,37938,162764
8610000US29576,29576,"ZIP 29576 (Murrells Inlet, SC)",0,Total for all sectors,2013,770,7541,44261,199173
8610000US29577,29577,"ZIP 29577 (Myrtle Beach, SC)",0,Total for all sectors,2013,2254,32444,187668,853932
8610000US29578,29578,"ZIP 29578 (Myrtle Beach, SC)",0,Total for all sectors,2013,60,548,4231,20552
8610000US29579,29579,"ZIP 29579 (Myrtle Beach, SC)",0,Total for all sectors,2013,584,5590,32616,140218
8610000US29580,29580,"ZIP 29580 (Nesmith, SC)",0,Total for all sectors,2013,5,b,D,D
8610000US29581,29581,"ZIP 29581 (Nichols, SC)",0,Total for all sectors,2013,44,e,1310,5614
8610000US29582,29582,"ZIP 29582 (North Myrtle Beach, SC)",0,Total for all sectors,2013,763,10074,53801,243342
8610000US29583,29583,"ZIP 29583 (Pamplico, SC)",0,Total for all sectors,2013,53,361,1858,7701
8610000US29584,29584,"ZIP 29584 (Patrick, SC)",0,Total for all sectors,2013,20,91,507,2141
8610000US29585,29585,"ZIP 29585 (Pawleys Island, SC)",0,Total for all sectors,2013,579,4676,30370,139363
8610000US29587,29587,"ZIP 29587 (Myrtle Beach, SC)",0,Total for all sectors,2013,29,252,1047,4324
8610000US29588,29588,"ZIP 29588 (Myrtle Beach, SC)",0,Total for all sectors,2013,670,4793,29491,129416
8610000US29590,29590,"ZIP 29590 (Salters, SC)",0,Total for all sectors,2013,19,47,228,1159
8610000US29591,29591,"ZIP 29591 (Scranton, SC)",0,Total for all sectors,2013,44,628,4957,21656
8610000US29592,29592,"ZIP 29592 (Sellers, SC)",0,Total for all sectors,2013,4,b,D,D
8610000US29593,29593,"ZIP 29593 (Society Hill, SC)",0,Total for all sectors,2013,28,604,5169,23475
8610000US29594,29594,"ZIP 29594 (Tatum, SC)",0,Total for all sectors,2013,1,b,D,D
8610000US29596,29596,"ZIP 29596 (Wallace, SC)",0,Total for all sectors,2013,20,176,1388,5060
8610000US29597,29597,"ZIP 29597 (North Myrtle Beach, SC)",0,Total for all sectors,2013,14,159,842,3270
8610000US29598,29598,"ZIP 29598 (North Myrtle Beach, SC)",0,Total for all sectors,2013,4,33,384,1550
8610000US29601,29601,"ZIP 29601 (Greenville, SC)",0,Total for all sectors,2013,1290,20979,280077,1137037
8610000US29602,29602,"ZIP 29602 (Greenville, SC)",0,Total for all sectors,2013,53,1585,23815,87863
8610000US29603,29603,"ZIP 29603 (Greenville, SC)",0,Total for all sectors,2013,8,c,S,3252
8610000US29604,29604,"ZIP 29604 (Greenville, SC)",0,Total for all sectors,2013,27,428,3321,14593
8610000US29605,29605,"ZIP 29605 (Greenville, SC)",0,Total for all sectors,2013,876,18755,222901,912654
8610000US29606,29606,"ZIP 29606 (Greenville, SC)",0,Total for all sectors,2013,32,1134,6662,30062
8610000US29607,29607,"ZIP 29607 (Greenville, SC)",0,Total for all sectors,2013,2360,49322,457497,1826866
8610000US29608,29608,"ZIP 29608 (Greenville, SC)",0,Total for all sectors,2013,23,125,902,4343
8610000US29609,29609,"ZIP 29609 (Greenville, SC)",0,Total for all sectors,2013,854,12260,68194,284481
8610000US29610,29610,"ZIP 29610 (Greenville, SC)",0,Total for all sectors,2013,17,101,421,2031
8610000US29611,29611,"ZIP 29611 (Greenville, SC)",0,Total for all sectors,2013,532,7756,58930,236892
8610000US29612,29612,"ZIP 29612 (Greenville, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29613,29613,"ZIP 29613 (Greenville, SC)",0,Total for all sectors,2013,9,2067,16370,71700
8610000US29614,29614,"ZIP 29614 (Greenville, SC)",0,Total for all sectors,2013,3,h,D,D
8610000US29615,29615,"ZIP 29615 (Greenville, SC)",0,Total for all sectors,2013,1471,36451,432843,1746199
8610000US29616,29616,"ZIP 29616 (Greenville, SC)",0,Total for all sectors,2013,21,795,8607,36809
8610000US29617,29617,"ZIP 29617 (Greenville, SC)",0,Total for all sectors,2013,222,1751,11557,50442
8610000US29620,29620,"ZIP 29620 (Abbeville, SC)",0,Total for all sectors,2013,222,3079,24623,107873
8610000US29621,29621,"ZIP 29621 (Anderson, SC)",0,Total for all sectors,2013,1252,22046,167008,714064
8610000US29622,29622,"ZIP 29622 (Anderson, SC)",0,Total for all sectors,2013,54,1304,13209,58121
8610000US29623,29623,"ZIP 29623 (Anderson, SC)",0,Total for all sectors,2013,14,149,1080,4587
8610000US29624,29624,"ZIP 29624 (Anderson, SC)",0,Total for all sectors,2013,364,4014,25221,103250
8610000US29625,29625,"ZIP 29625 (Anderson, SC)",0,Total for all sectors,2013,413,6023,59699,243240
8610000US29626,29626,"ZIP 29626 (Anderson, SC)",0,Total for all sectors,2013,143,2863,32284,129477
8610000US29627,29627,"ZIP 29627 (Belton, SC)",0,Total for all sectors,2013,220,2025,16034,62771
8610000US29628,29628,"ZIP 29628 (Calhoun Falls, SC)",0,Total for all sectors,2013,21,479,1736,7191
8610000US29630,29630,"ZIP 29630 (Central, SC)",0,Total for all sectors,2013,136,1993,12884,54873
8610000US29631,29631,"ZIP 29631 (Clemson, SC)",0,Total for all sectors,2013,329,3825,18497,79520
8610000US29632,29632,"ZIP 29632 (Clemson, SC)",0,Total for all sectors,2013,2,b,D,D
8610000US29633,29633,"ZIP 29633 (Clemson, SC)",0,Total for all sectors,2013,15,f,3417,12844
8610000US29634,29634,"ZIP 29634 (Clemson, SC)",0,Total for all sectors,2013,9,e,D,D
8610000US29635,29635,"ZIP 29635 (Cleveland, SC)",0,Total for all sectors,2013,15,293,1222,3702
8610000US29636,29636,"ZIP 29636 (Conestee, SC)",0,Total for all sectors,2013,8,b,D,D
8610000US29638,29638,"ZIP 29638 (Donalds, SC)",0,Total for all sectors,2013,22,c,S,6235
8610000US29639,29639,"ZIP 29639 (Due West, SC)",0,Total for all sectors,2013,21,e,2488,10091
8610000US29640,29640,"ZIP 29640 (Easley, SC)",0,Total for all sectors,2013,738,10264,73273,315590
8610000US29641,29641,"ZIP 29641 (Easley, SC)",0,Total for all sectors,2013,38,486,3454,14535
8610000US29642,29642,"ZIP 29642 (Easley, SC)",0,Total for all sectors,2013,392,3512,27431,121004
8610000US29643,29643,"ZIP 29643 (Fair Play, SC)",0,Total for all sectors,2013,46,300,1761,7831
8610000US29644,29644,"ZIP 29644 (Fountain Inn, SC)",0,Total for all sectors,2013,283,6593,67139,272986
8610000US29645,29645,"ZIP 29645 (Gray Court, SC)",0,Total for all sectors,2013,90,1197,11544,64191
8610000US29646,29646,"ZIP 29646 (Greenwood, SC)",0,Total for all sectors,2013,519,10740,113591,465518
8610000US29647,29647,"ZIP 29647 (Greenwood, SC)",0,Total for all sectors,2013,1,a,D,D
8610000US29648,29648,"ZIP 29648 (Greenwood, SC)",0,Total for all sectors,2013,48,2097,13930,57656
8610000US29649,29649,"ZIP 29649 (Greenwood, SC)",0,Total for all sectors,2013,617,8009,53298,221399
8610000US29650,29650,"ZIP 29650 (Greer, SC)",0,Total for all sectors,2013,898,12017,109698,458024
8610000US29651,29651,"ZIP 29651 (Greer, SC)",0,Total for all sectors,2013,809,16328,174039,788385
8610000US29652,29652,"ZIP 29652 (Greer, SC)",0,Total for all sectors,2013,37,f,D,D
8610000US29653,29653,"ZIP 29653 (Hodges, SC)",0,Total for all sectors,2013,44,730,5764,22269
8610000US29654,29654,"ZIP 29654 (Honea Path, SC)",0,Total for all sectors,2013,123,1759,12984,51796
8610000US29655,29655,"ZIP 29655 (Iva, SC)",0,Total for all sectors,2013,66,450,2547,11908
8610000US29656,29656,"ZIP 29656 (La France, SC)",0,Total for all sectors,2013,2,b,D,D
8610000US29657,29657,"ZIP 29657 (Liberty, SC)",0,Total for all sectors,2013,158,2529,25346,114400
8610000US29658,29658,"ZIP 29658 (Long Creek, SC)",0,Total for all sectors,2013,10,74,216,1310
8610000US29661,29661,"ZIP 29661 (Marietta, SC)",0,Total for all sectors,2013,67,971,7655,31325
